customer_state,customer_city,order_month,total_orders,total_sales,avg_order_value
SP,sao vicente,2017-11-01,17,7414.57,200.393783783784
SP,boituva,2017-11-01,5,1287.8,128.78
SP,ferraz de vasconcelos,2017-11-01,9,1399.89,99.9921428571429
SP,pederneiras,2017-11-01,1,137.78,68.89
SP,jandira,2017-11-01,6,2493.22,178.087142857143
SP,lagoinha,2017-11-01,1,241.61,241.61
SP,paulinia,2017-11-01,6,1811.63,120.775333333333
SP,itapura,2017-11-01,1,126.74,63.37
SP,tanabi,2017-11-01,4,589.5,117.9
SP,rancharia,2017-11-01,3,2465.62,410.936666666667
SP,caieiras,2017-11-01,4,691.69,98.8128571428572
SP,sao roque,2017-11-01,5,763.69,84.8544444444445
SP,cotia,2017-11-01,16,3703.56,137.168888888889
SP,pedro de toledo,2017-11-01,1,83.68,41.84
SP,catanduva,2017-11-01,1,103.38,51.69
SP,laranjal paulista,2017-11-01,2,912.04,228.01
SP,descalvado,2017-11-01,2,107.85,53.925
SP,aracatuba,2017-11-01,8,2409.73,133.873888888889
SP,fernando prestes,2017-11-01,1,347.64,173.82
SP,birigui,2017-11-01,6,963.45,87.5863636363637
SP,carapicuiba,2017-11-01,17,2299.27,82.1167857142857
SP,iracemapolis,2017-11-01,1,269.84,67.46
SP,itariri,2017-11-01,2,434.78,108.695
SP,sao pedro,2017-11-01,2,1658.88,276.48
SP,fartura,2017-11-01,2,691.46,172.865
SP,itapecerica da serra,2017-11-01,10,956.88,63.792
SP,colina,2017-11-01,1,121.7,60.85
SP,olimpia,2017-11-01,1,225.88,112.94
SP,itapeva,2017-11-01,3,831.3,138.55
SP,pontal,2017-11-01,1,72.7,36.35
SP,sao bernardo do campo,2017-11-01,68,13855.8,108.2484375
SP,leme,2017-11-01,2,227.48,56.87
SP,santo andre,2017-11-01,66,15379.7,113.923703703704
SP,orindiuva,2017-11-01,1,69.73,69.73
SP,guaruja,2017-11-01,23,6042.42,106.007368421053
SP,itu,2017-11-01,11,3656.86,158.993913043478
SP,bastos,2017-11-01,2,812.68,203.17
SP,teodoro sampaio,2017-11-01,1,32.15,32.15
SP,cosmorama,2017-11-01,1,293.36,73.34
SP,jacarei,2017-11-01,13,2480.88,107.864347826087
SP,pilar do sul,2017-11-01,1,333.6,166.8
SP,taruma,2017-11-01,1,130.06,130.06
SP,tarabai,2017-11-01,1,478.32,239.16
SP,sao sebastiao da grama,2017-11-01,1,37.75,37.75
SP,pedreira,2017-11-01,1,136.99,136.99
SP,populina,2017-11-01,1,71.3,35.65
SP,ibitinga,2017-11-01,2,229.65,114.825
SP,alvares florence,2017-11-01,1,129.79,129.79
SP,barueri,2017-11-01,38,9276.82,127.079726027397
SP,primavera,2017-11-01,1,520.24,130.06
SP,limeira,2017-11-01,17,4207.6,123.752941176471
SP,bilac,2017-11-01,2,252.96,126.48
SP,presidente bernardes,2017-11-01,1,133.04,66.52
SP,glicerio,2017-11-01,1,36.84,36.84
SP,embu das artes,2017-11-01,18,3215.31,123.665769230769
SP,francisco morato,2017-11-01,5,1017.46,127.1825
SP,peruibe,2017-11-01,6,1712.42,122.315714285714
SP,franco da rocha,2017-11-01,11,1509.65,83.8694444444444
SP,diadema,2017-11-01,17,2390.16,95.6064
SP,tremembe,2017-11-01,2,354.86,88.715
SP,santos,2017-11-01,62,15820.87,114.643985507246
SP,manduri,2017-11-01,1,101.22,101.22
SP,quintana,2017-11-01,1,268.96,134.48
SP,jales,2017-11-01,2,574.79,191.596666666667
SP,vargem grande do sul,2017-11-01,1,207.1,103.55
SP,adolfo,2017-11-01,1,433.86,216.93
SP,jarinu,2017-11-01,3,569.3,71.1625
SP,clementina,2017-11-01,1,46.84,46.84
SP,guariba,2017-11-01,1,397.82,198.91
SP,engenheiro coelho,2017-11-01,1,125.56,62.78
SP,igarapava,2017-11-01,2,614.96,153.74
SP,aruja,2017-11-01,4,1078.38,154.054285714286
SP,lourdes,2017-11-01,1,106.29,106.29
SP,itapevi,2017-11-01,7,1347.66,96.2614285714286
SP,severinia,2017-11-01,1,115.16,57.58
SP,itapetininga,2017-11-01,5,802.4,100.3
SP,piedade,2017-11-01,3,1077.36,179.56
SP,taubate,2017-11-01,25,6796.25,130.697115384615
SP,salto de pirapora,2017-11-01,1,124.82,62.41
SP,morro agudo,2017-11-01,1,114.26,57.13
SP,lencois paulista,2017-11-01,1,92.57,92.57
SP,cordeiropolis,2017-11-01,3,417.56,139.186666666667
SP,bofete,2017-11-01,1,212.32,106.16
SP,ilhabela,2017-11-01,1,110.22,55.11
SP,indaiatuba,2017-11-01,19,6352.21,144.368409090909
SP,sorocaba,2017-11-01,53,11338.54,110.082912621359
SP,atibaia,2017-11-01,8,1168.2,77.88
SP,dumont,2017-11-01,1,135.0,67.5
SP,cajuru,2017-11-01,1,307.98,153.99
SP,sao joao da boa vista,2017-11-01,6,763.69,95.46125
SP,reginopolis,2017-11-01,1,2666.5,1333.25
SP,arandu,2017-11-01,1,152.16,76.08
SP,mirandopolis,2017-11-01,1,573.3,286.65
SP,araraquara,2017-11-01,10,1736.84,82.7066666666667
SP,monte azul paulista,2017-11-01,1,41.75,41.75
SP,santa adelia,2017-11-01,1,102.13,102.13
SP,bauru,2017-11-01,18,3347.14,95.6325714285714
SP,buritama,2017-11-01,1,365.44,45.68
SP,itapira,2017-11-01,3,505.29,101.058
SP,jumirim,2017-11-01,2,1096.24,91.3533333333333
SP,bariri,2017-11-01,1,514.68,257.34
SP,cravinhos,2017-11-01,3,677.24,84.655
SP,americana,2017-11-01,16,3049.43,98.3687096774193
SP,osasco,2017-11-01,61,14575.21,138.811523809524
SP,santa fe do sul,2017-11-01,5,489.24,97.848
SP,nova odessa,2017-11-01,1,176.71,176.71
SP,pirassununga,2017-11-01,5,855.16,106.895
SP,auriflama,2017-11-01,2,523.44,87.24
SP,campo limpo paulista,2017-11-01,5,865.79,108.22375
SP,braganca paulista,2017-11-01,9,4863.94,243.197
SP,palmeira d'oeste,2017-11-01,1,31.5,15.75
SP,santa barbara d'oeste,2017-11-01,7,2671.22,166.95125
SP,vargem grande paulista,2017-11-01,6,2017.72,168.143333333333
SP,avanhandava,2017-11-01,1,200.21,200.21
SP,ilha solteira,2017-11-01,3,724.64,90.58
SP,maua,2017-11-01,16,2284.31,81.5825
SP,cunha,2017-11-01,1,889.84,444.92
SP,barretos,2017-11-01,4,680.55,113.425
SP,itai,2017-11-01,1,340.56,85.14
SP,ibiuna,2017-11-01,1,403.48,201.74
SP,taquarituba,2017-11-01,1,185.14,92.57
SP,votorantim,2017-11-01,10,1919.17,71.0803703703704
SP,lorena,2017-11-01,4,742.94,106.134285714286
SP,matao,2017-11-01,4,1456.94,182.1175
SP,marilia,2017-11-01,10,1606.18,94.4811764705882
SP,lins,2017-11-01,3,536.28,89.38
SP,icem,2017-11-01,1,494.46,247.23
SP,salto,2017-11-01,4,1041.27,208.254
SP,mirassol,2017-11-01,3,1127.9,140.9875
SP,cosmopolis,2017-11-01,1,250.87,250.87
SP,paraguacu paulista,2017-11-01,1,555.28,277.64
SP,dracena,2017-11-01,1,1483.5,741.75
SP,caraguatatuba,2017-11-01,2,685.32,171.33
SP,cerqueira cesar,2017-11-01,2,310.38,77.595
SP,ipero,2017-11-01,3,552.42,92.07
SP,guaratingueta,2017-11-01,6,1810.36,150.863333333333
SP,mogi-guacu,2017-11-01,5,1953.15,244.14375
SP,itupeva,2017-11-01,4,759.9,94.9875
SP,cesario lange,2017-11-01,2,1569.74,392.435
SP,ribeirao preto,2017-11-01,34,10232.08,152.717611940298
SP,valentim gentil,2017-11-01,1,83.68,41.84
SP,presidente epitacio,2017-11-01,2,920.3,153.383333333333
SP,guaira,2017-11-01,2,471.9,117.975
SP,presidente venceslau,2017-11-01,3,413.16,137.72
SP,mogi mirim,2017-11-01,7,1907.6,190.76
SP,ourinhos,2017-11-01,9,7813.57,488.348125
SP,candido mota,2017-11-01,1,33.84,33.84
SP,espirito santo do pinhal,2017-11-01,1,143.64,71.82
SP,ituverava,2017-11-01,1,181.68,45.42
SP,valinhos,2017-11-01,10,3449.35,114.978333333333
SP,adamantina,2017-11-01,4,483.87,120.9675
SP,apiai,2017-11-01,1,134.0,67.0
SP,holambra ii,2017-11-01,1,1354.8,338.7
SP,macatuba,2017-11-01,1,1298.4,324.6
SP,agudos,2017-11-01,3,334.18,55.6966666666667
SP,sao jose dos campos,2017-11-01,44,10267.52,115.365393258427
SP,assis,2017-11-01,6,958.29,95.829
SP,cabreuva,2017-11-01,1,165.2,82.6
SP,moncoes,2017-11-01,1,367.58,183.79
SP,porto ferreira,2017-11-01,2,318.06,79.515
SP,jaboticabal,2017-11-01,5,1411.5,117.625
SP,capao bonito,2017-11-01,2,391.46,65.2433333333333
SP,sao jose do rio pardo,2017-11-01,2,417.56,104.39
SP,jaguariuna,2017-11-01,8,5436.42,151.011666666667
SP,santa gertrudes,2017-11-01,1,373.64,186.82
SP,valparaiso,2017-11-01,2,848.44,141.406666666667
SP,guarulhos,2017-11-01,72,12592.08,89.3055319148936
SP,santo antonio de posse,2017-11-01,1,634.68,317.34
SP,zacarias,2017-11-01,1,136.82,68.41
SP,santa cruz do rio pardo,2017-11-01,4,348.18,43.5225
SP,dois corregos,2017-11-01,1,63.5,31.75
SP,fernandopolis,2017-11-01,3,1122.98,187.163333333333
SP,sao caetano do sul,2017-11-01,19,5312.52,136.218461538462
SP,poa,2017-11-01,7,828.54,51.78375
SP,sao lourenco da serra,2017-11-01,1,114.44,114.44
SP,pirapora do bom jesus,2017-11-01,1,274.14,137.07
SP,campinas,2017-11-01,91,23581.24,121.552783505155
SP,ariranha,2017-11-01,1,150.14,75.07
SP,rio claro,2017-11-01,11,1956.1,61.128125
SP,lavrinhas,2017-11-01,1,621.35,621.35
SP,cabralia paulista,2017-11-01,1,68.7,68.7
SP,vinhedo,2017-11-01,7,898.82,74.9016666666667
SP,cajamar,2017-11-01,12,1879.7,104.427777777778
SP,tatui,2017-11-01,1,183.88,45.97
SP,franca,2017-11-01,8,3221.98,89.4994444444445
SP,monte alto,2017-11-01,3,369.62,61.6033333333333
SP,barrinha,2017-11-01,5,1566.38,130.531666666667
SP,aguai,2017-11-01,2,2529.46,632.365
SP,piracicaba,2017-11-01,24,4352.83,106.166585365854
SP,terra roxa,2017-11-01,1,663.16,165.79
SP,nova granada,2017-11-01,3,133.32,44.44
SP,pereira barreto,2017-11-01,3,239.83,79.9433333333333
SP,amparo,2017-11-01,3,550.88,91.8133333333333
SP,serrana,2017-11-01,1,138.0,69.0
SP,cubatao,2017-11-01,9,2367.52,169.108571428571
SP,cerquilho,2017-11-01,3,671.55,223.85
SP,taguai,2017-11-01,1,169.86,84.93
SP,bebedouro,2017-11-01,2,656.08,164.02
SP,itatiba,2017-11-01,10,2291.96,95.4983333333333
SP,itajobi,2017-11-01,2,1953.62,122.10125
SP,aparecida,2017-11-01,6,974.32,139.188571428571
SP,americo brasiliense,2017-11-01,2,335.28,83.82
SP,jundiai,2017-11-01,37,8202.89,112.368356164384
SP,artur nogueira,2017-11-01,1,417.28,208.64
SP,jose bonifacio,2017-11-01,1,627.0,313.5
SP,sumare,2017-11-01,15,3160.4,105.346666666667
SP,monte mor,2017-11-01,3,480.66,60.0825
SP,sao sebastiao,2017-11-01,13,2521.51,109.630869565217
SP,palestina,2017-11-01,1,137.78,68.89
SP,sao simao,2017-11-01,1,435.28,217.64
SP,sao paulo,2017-11-01,1102,265199.38,116.060997811816
SP,aracoiaba da serra,2017-11-01,1,110.34,55.17
SP,ouroeste,2017-11-01,2,254.92,127.46
SP,botucatu,2017-11-01,16,8348.64,238.532571428571
SP,cachoeira paulista,2017-11-01,2,431.42,107.855
SP,sao jose do rio preto,2017-11-01,16,5662.44,131.684651162791
SP,pitangueiras,2017-11-01,4,647.84,80.98
SP,praia grande,2017-11-01,19,4874.44,124.985641025641
SP,piratininga,2017-11-01,2,1920.72,480.18
SP,sao carlos,2017-11-01,14,4675.26,116.8815
SP,bertioga,2017-11-01,3,138.68,46.2266666666667
SP,porto feliz,2017-11-01,4,1453.26,121.105
SP,santana de parnaiba,2017-11-01,14,2377.0,91.4230769230769
SP,charqueada,2017-11-01,1,280.16,140.08
SP,chavantes,2017-11-01,1,146.72,73.36
SP,jau,2017-11-01,5,1715.06,122.504285714286
SP,brodowski,2017-11-01,1,101.19,101.19
SP,rio das pedras,2017-11-01,1,225.42,112.71
SP,cardoso,2017-11-01,1,542.7,271.35
SP,santa rita do passa quatro,2017-11-01,1,273.2,136.6
SP,santo antonio da alegria,2017-11-01,1,37.5,18.75
SP,itapolis,2017-11-01,3,517.24,86.2066666666667
SP,araras,2017-11-01,2,453.08,75.5133333333333
SP,guararapes,2017-11-01,2,325.02,81.255
SP,mombuca,2017-11-01,1,123.5,61.75
SP,taquaritinga,2017-11-01,4,1216.52,152.065
SP,caconde,2017-11-01,2,494.0,123.5
TO,dianopolis,2017-11-01,1,727.6,181.9
TO,pequizeiro,2017-11-01,1,507.96,253.98
TO,miranorte,2017-11-01,1,87.26,43.63
TO,palmas,2017-11-01,6,1169.53,129.947777777778
TO,cariri do tocantins,2017-11-01,1,242.14,121.07
TO,porto nacional,2017-11-01,2,1463.38,243.896666666667
TO,gurupi,2017-11-01,1,54.05,54.05
TO,araguatins,2017-11-01,1,431.2,215.6
TO,formoso do araguaia,2017-11-01,1,109.24,54.62
TO,araguaina,2017-11-01,1,73.93,73.93
TO,alvorada,2017-11-01,1,144.74,72.37
AC,rio branco,2017-12-01,2,1058.46,352.82
AC,senador guiomard,2017-12-01,1,446.18,223.09
AC,cruzeiro do sul,2017-12-01,2,221.13,110.565
AL,arapiraca,2017-12-01,1,1341.54,670.77
AL,sao luis do quitunde,2017-12-01,1,499.34,249.67
AL,palmeira dos indios,2017-12-01,1,493.84,246.92
AL,barra de sao miguel,2017-12-01,1,336.9,168.45
AL,maceio,2017-12-01,6,1672.09,167.209
AL,teotonio vilela,2017-12-01,1,316.44,158.22
AL,dois riachos,2017-12-01,1,152.25,152.25
AM,manaus,2017-12-01,6,2175.08,241.675555555556
AP,macapa,2017-12-01,4,1122.43,187.071666666667
BA,jacobina,2017-12-01,1,356.92,178.46
BA,luis eduardo magalhaes,2017-12-01,2,657.32,164.33
BA,euclides da cunha,2017-12-01,1,249.74,124.87
BA,camacari,2017-12-01,4,1622.44,270.406666666667
BA,itabuna,2017-12-01,1,60.18,30.09
BA,cansancao,2017-12-01,1,60.88,30.44
BA,uaua,2017-12-01,2,496.58,124.145
BA,ruy barbosa,2017-12-01,1,105.22,52.61
BA,juazeiro,2017-12-01,3,509.18,84.8633333333333
BA,iraquara,2017-12-01,1,47.58,23.79
BA,salvador,2017-12-01,94,23841.34,130.996373626374
BA,ilheus,2017-12-01,5,713.67,79.2966666666667
BA,riacho de santana,2017-12-01,1,113.84,56.92
BA,porto seguro,2017-12-01,4,2686.62,335.8275
BA,erico cardoso,2017-12-01,1,49.76,24.88
BA,jeremoabo,2017-12-01,1,142.7,142.7
BA,eunapolis,2017-12-01,1,54.05,54.05
BA,itirucu,2017-12-01,1,850.22,425.11
BA,wanderley,2017-12-01,2,666.22,166.555
BA,simoes filho,2017-12-01,1,390.24,195.12
BA,valenca,2017-12-01,2,2182.02,545.505
BA,ribeira do pombal,2017-12-01,1,82.58,41.29
BA,lauro de freitas,2017-12-01,3,834.18,139.03
BA,coribe,2017-12-01,2,261.51,130.755
BA,trancoso,2017-12-01,1,422.52,211.26
BA,guanambi,2017-12-01,1,216.38,108.19
BA,ibiassuce,2017-12-01,1,124.46,62.23
BA,curaca,2017-12-01,1,411.06,205.53
BA,itapetinga,2017-12-01,1,596.1,298.05
BA,caetite,2017-12-01,1,280.14,140.07
BA,barreiras,2017-12-01,1,106.76,53.38
BA,irece,2017-12-01,1,56.89,56.89
BA,madre de deus,2017-12-01,1,432.26,216.13
BA,ibotirama,2017-12-01,1,5464.12,1366.03
BA,barra do choca,2017-12-01,1,338.02,169.01
BA,teixeira de freitas,2017-12-01,3,506.09,126.5225
BA,dias d'avila,2017-12-01,3,554.96,69.37
BA,vera cruz,2017-12-01,1,414.62,207.31
BA,barro alto,2017-12-01,1,98.4,98.4
BA,jacaraci,2017-12-01,1,257.1,257.1
BA,inhambupe,2017-12-01,1,38.78,38.78
BA,itamaraju,2017-12-01,1,823.4,205.85
BA,botupora,2017-12-01,1,693.02,346.51
BA,iacu,2017-12-01,1,77.38,38.69
BA,vitoria da conquista,2017-12-01,4,1348.04,168.505
BA,tabocas do brejo velho,2017-12-01,1,113.38,56.69
BA,teolandia,2017-12-01,1,76.76,76.76
BA,mairi,2017-12-01,1,306.56,76.64
BA,salobro,2017-12-01,1,89.15,89.15
BA,candeias,2017-12-01,2,839.02,209.755
BA,itaberaba,2017-12-01,2,214.88,53.72
BA,brumado,2017-12-01,4,992.24,99.224
BA,macaubas,2017-12-01,1,89.56,44.78
BA,feira de santana,2017-12-01,5,4392.56,366.046666666667
BA,cacule,2017-12-01,1,158.28,158.28
BA,paulo afonso,2017-12-01,4,332.16,66.432
BA,camacan,2017-12-01,1,173.52,173.52
BA,alagoinhas,2017-12-01,2,409.76,102.44
BA,santaluz,2017-12-01,1,173.66,86.83
BA,mucuri,2017-12-01,1,178.49,178.49
CE,caninde,2017-12-01,1,705.1,352.55
CE,milagres,2017-12-01,1,215.9,107.95
CE,iguatu,2017-12-01,1,312.24,104.08
CE,quixada,2017-12-01,2,1543.92,385.98
CE,redencao,2017-12-01,3,576.68,192.226666666667
CE,aracati,2017-12-01,1,165.34,82.67
CE,fortaleza,2017-12-01,42,9038.95,127.309154929577
CE,maracanau,2017-12-01,3,600.71,120.142
CE,quixeramobim,2017-12-01,1,414.3,207.15
CE,ibiapina,2017-12-01,1,117.16,117.16
CE,caucaia,2017-12-01,4,512.32,73.1885714285714
CE,pacajus,2017-12-01,1,1464.58,732.29
CE,eusebio,2017-12-01,1,150.32,75.16
CE,mucambo,2017-12-01,1,298.28,149.14
CE,icapui,2017-12-01,1,328.48,164.24
CE,barbalha,2017-12-01,1,77.86,38.93
CE,crato,2017-12-01,2,746.86,186.715
CE,mombaca,2017-12-01,1,495.96,247.98
CE,camocim,2017-12-01,1,906.7,453.35
CE,itapipoca,2017-12-01,2,360.42,90.105
CE,juazeiro do norte,2017-12-01,2,1018.63,339.543333333333
CE,sucesso,2017-12-01,1,122.04,122.04
CE,paracuru,2017-12-01,1,250.14,125.07
CE,pacatuba,2017-12-01,1,149.34,74.67
CE,tiangua,2017-12-01,1,195.0,195.0
CE,limoeiro do norte,2017-12-01,2,490.3,122.575
CE,itaitinga,2017-12-01,1,316.6,158.3
CE,sobral,2017-12-01,1,1593.88,796.94
DF,brasilia,2017-12-01,131,35775.15,125.968838028169
ES,ecoporanga,2017-12-01,1,285.92,142.96
ES,marechal floriano,2017-12-01,2,646.3,161.575
ES,guarapari,2017-12-01,5,570.33,95.055
ES,linhares,2017-12-01,2,478.48,119.62
ES,serra,2017-12-01,14,4888.16,162.938666666667
ES,cachoeiro de itapemirim,2017-12-01,4,1209.28,172.754285714286
ES,sao joao de petropolis,2017-12-01,1,43.09,43.09
ES,celina,2017-12-01,1,100.2,50.1
ES,castelo,2017-12-01,1,338.56,169.28
ES,vila velha,2017-12-01,24,6415.02,133.64625
ES,sao jose do calcado,2017-12-01,1,1112.02,556.01
ES,nova venecia,2017-12-01,1,152.34,76.17
ES,piacu,2017-12-01,1,194.48,194.48
ES,aracruz,2017-12-01,5,1675.08,119.648571428571
ES,rio novo do sul,2017-12-01,2,214.44,107.22
ES,vila valerio,2017-12-01,1,477.38,238.69
ES,viana,2017-12-01,1,154.18,77.09
ES,colatina,2017-12-01,3,329.96,65.992
ES,pedro canario,2017-12-01,1,168.3,84.15
ES,domingos martins,2017-12-01,1,130.22,65.11
ES,conceicao do castelo,2017-12-01,1,160.2,80.1
ES,itarana,2017-12-01,1,631.68,315.84
ES,anchieta,2017-12-01,1,104.37,104.37
ES,sao mateus,2017-12-01,2,395.5,98.875
ES,cariacica,2017-12-01,10,2605.64,100.216923076923
ES,venda nova do imigrante,2017-12-01,2,226.03,113.015
ES,vitoria,2017-12-01,22,5107.5,111.032608695652
GO,sao simao,2017-12-01,1,291.12,145.56
GO,goiania,2017-12-01,37,9970.71,144.503043478261
GO,rio verde,2017-12-01,4,688.07,98.2957142857143
GO,turvania,2017-12-01,1,40.59,40.59
GO,goias,2017-12-01,1,63.42,31.71
GO,mineiros,2017-12-01,2,326.32,54.3866666666667
GO,jatai,2017-12-01,4,885.97,98.4411111111111
GO,santo antonio do descoberto,2017-12-01,2,1245.22,207.536666666667
GO,sao miguel do araguaia,2017-12-01,1,985.12,246.28
GO,aguas lindas de goias,2017-12-01,2,268.66,134.33
GO,santa fe de goias,2017-12-01,1,280.98,140.49
GO,anapolis,2017-12-01,7,1771.21,161.019090909091
GO,cacu,2017-12-01,1,230.7,115.35
GO,formosa,2017-12-01,2,417.51,139.17
GO,uruacu,2017-12-01,1,101.34,101.34
GO,caldas novas,2017-12-01,8,2439.68,135.537777777778
GO,itumbiara,2017-12-01,2,404.16,101.04
GO,agua fria de goias,2017-12-01,1,335.62,167.81
GO,campinorte,2017-12-01,1,90.18,45.09
GO,maurilandia,2017-12-01,1,172.48,86.24
GO,aparecida de goiania,2017-12-01,6,1942.82,277.545714285714
GO,nova veneza,2017-12-01,1,35.0,35.0
GO,alvorada do norte,2017-12-01,1,120.0,60.0
GO,catalao,2017-12-01,4,630.53,90.0757142857143
GO,trindade,2017-12-01,2,476.98,119.245
GO,bom jardim de goias,2017-12-01,1,25.1,25.1
GO,firminopolis,2017-12-01,1,192.44,96.22
GO,ipora,2017-12-01,1,641.8,320.9
GO,jaragua,2017-12-01,1,288.94,144.47
GO,minacu,2017-12-01,1,128.2,64.1
GO,indiara,2017-12-01,2,644.84,107.473333333333
GO,goianesia,2017-12-01,2,250.38,62.595
GO,bela vista de goias,2017-12-01,2,278.86,69.715
GO,porangatu,2017-12-01,3,1467.16,244.526666666667
GO,cachoeira alta,2017-12-01,2,523.8,87.3
GO,anicuns,2017-12-01,1,202.68,101.34
GO,goianira,2017-12-01,1,155.14,77.57
GO,cavalcante,2017-12-01,1,280.98,140.49
GO,itaguari,2017-12-01,1,913.7,913.7
GO,silvania,2017-12-01,1,76.08,76.08
GO,edeia,2017-12-01,2,197.75,98.875
GO,luziania,2017-12-01,2,212.22,106.11
GO,ipameri,2017-12-01,2,124.14,62.07
GO,chapadao do ceu,2017-12-01,1,114.36,114.36
GO,paranaiguara,2017-12-01,1,245.0,122.5
GO,valparaiso de goias,2017-12-01,3,315.11,105.036666666667
GO,bom jesus,2017-12-01,1,326.5,163.25
MA,sitio novo,2017-12-01,1,118.28,59.14
MA,bacuri,2017-12-01,2,759.42,189.855
MA,sao luis,2017-12-01,14,4891.05,195.642
MA,paco do lumiar,2017-12-01,1,232.9,116.45
MA,ze doca,2017-12-01,1,816.08,408.04
MA,sao jose de ribamar,2017-12-01,2,374.58,93.645
MA,benedito leite,2017-12-01,1,134.12,134.12
MA,barra do corda,2017-12-01,1,105.8,105.8
MA,lago da pedra,2017-12-01,1,312.32,156.16
MA,boa vista do gurupi,2017-12-01,1,64.14,64.14
MA,grajau,2017-12-01,1,764.28,382.14
MA,sao benedito do rio preto,2017-12-01,1,133.22,133.22
MA,santa ines,2017-12-01,1,387.82,193.91
MA,viana,2017-12-01,1,722.14,361.07
MA,paraibano,2017-12-01,1,345.62,86.405
MA,cedral,2017-12-01,1,397.34,198.67
MA,cururupu,2017-12-01,1,193.92,96.96
MA,imperatriz,2017-12-01,4,674.44,96.3485714285714
MA,bacabal,2017-12-01,1,331.16,82.79
MA,coroata,2017-12-01,2,374.86,187.43
MA,timon,2017-12-01,2,612.3,153.075
MG,jacutinga,2017-12-01,1,135.49,135.49
MG,irai de minas,2017-12-01,1,81.11,81.11
MG,ipaba,2017-12-01,1,96.8,96.8
MG,campo azul,2017-12-01,1,192.44,96.22
MG,mar de espanha,2017-12-01,1,44.1,44.1
MG,salinas,2017-12-01,1,224.64,112.32
MG,arcos,2017-12-01,3,779.66,129.943333333333
MG,maria da fe,2017-12-01,1,121.5,60.75
MG,uberaba,2017-12-01,14,5381.29,192.188928571429
MG,aimores,2017-12-01,1,116.94,116.94
MG,campo belo,2017-12-01,2,463.36,115.84
MG,nova lima,2017-12-01,5,1046.46,130.8075
MG,caputira,2017-12-01,1,270.22,270.22
MG,jaguaracu,2017-12-01,1,142.08,71.04
MG,pocos de caldas,2017-12-01,4,494.54,49.454
MG,conselheiro lafaiete,2017-12-01,7,1155.1,82.5071428571429
MG,monte carmelo,2017-12-01,1,230.84,115.42
MG,sabinopolis,2017-12-01,2,177.38,44.345
MG,abre campo,2017-12-01,2,313.86,78.465
MG,porteirinha,2017-12-01,3,256.07,85.3566666666667
MG,santa rita do sapucai,2017-12-01,2,366.99,183.495
MG,ibirite,2017-12-01,2,313.94,104.646666666667
MG,bom jardim de minas,2017-12-01,1,132.02,66.01
MG,nanuque,2017-12-01,1,165.18,82.59
MG,santa maria do suacui,2017-12-01,1,356.54,178.27
MG,tres pontas,2017-12-01,2,730.6,182.65
MG,ouro fino,2017-12-01,3,905.22,150.87
MG,lagoa grande,2017-12-01,1,1237.92,618.96
MG,capelinha,2017-12-01,2,383.22,95.805
MG,mata verde,2017-12-01,1,116.24,116.24
MG,juruaia,2017-12-01,1,72.14,72.14
MG,careacu,2017-12-01,1,192.98,96.49
MG,unai,2017-12-01,4,1355.62,169.4525
MG,camanducaia,2017-12-01,1,101.34,101.34
MG,conceicao da aparecida,2017-12-01,2,403.11,80.622
MG,carmo da cachoeira,2017-12-01,1,122.2,61.1
MG,machacalis,2017-12-01,1,44.0,44.0
MG,sao joao nepomuceno,2017-12-01,1,64.18,32.09
MG,sao joaquim de bicas,2017-12-01,2,253.93,63.4825
MG,andrelandia,2017-12-01,1,61.09,61.09
MG,rio acima,2017-12-01,1,66.0,33.0
MG,andradas,2017-12-01,1,1677.31,1677.31
MG,brumadinho,2017-12-01,1,98.22,98.22
MG,perdoes,2017-12-01,1,104.76,52.38
MG,itabira,2017-12-01,3,590.65,118.13
MG,extrema,2017-12-01,1,31.24,31.24
MG,betim,2017-12-01,16,4248.43,141.614333333333
MG,taiobeiras,2017-12-01,1,326.5,163.25
MG,montes claros,2017-12-01,11,2669.16,121.325454545455
MG,santa maria de itabira,2017-12-01,1,155.74,155.74
MG,fervedouro,2017-12-01,2,892.34,148.723333333333
MG,tocantins,2017-12-01,1,68.56,34.28
MG,alterosa,2017-12-01,1,136.04,68.02
MG,ponte nova,2017-12-01,1,177.44,88.72
MG,pedro leopoldo,2017-12-01,1,142.28,71.14
MG,montezuma,2017-12-01,1,176.26,176.26
MG,areado,2017-12-01,1,1238.68,619.34
MG,manhuacu,2017-12-01,4,1004.16,100.416
MG,piedade de caratinga,2017-12-01,1,298.16,149.08
MG,itajuba,2017-12-01,6,1268.08,79.255
MG,sao goncalo do rio abaixo,2017-12-01,1,421.12,105.28
MG,santa luzia,2017-12-01,5,678.24,67.824
MG,santa vitoria,2017-12-01,1,300.78,150.39
MG,belo vale,2017-12-01,1,232.72,116.36
MG,jequitinhonha,2017-12-01,1,173.84,173.84
MG,arceburgo,2017-12-01,1,347.68,173.84
MG,alpinopolis,2017-12-01,1,75.16,75.16
MG,machado,2017-12-01,1,133.56,66.78
MG,araujos,2017-12-01,1,36.28,36.28
MG,carandai,2017-12-01,1,177.44,88.72
MG,lagoa da prata,2017-12-01,2,2007.24,334.54
MG,ouro preto,2017-12-01,3,470.72,78.4533333333333
MG,fronteira,2017-12-01,1,316.26,158.13
MG,prados,2017-12-01,1,105.64,52.82
MG,sete lagoas,2017-12-01,6,2015.24,167.936666666667
